ID	String	Description	Type	Comment	Link1	Link2
id_n_s_1260	SharewarePlazaFileCheckBot/1.0+(+http://www.SharewarePlaza.com)	SharewarePlaza File Check Bot - link checking	R C		http://www.sharewareplaza.com/	
id_n_s_1261	Shim Crawler	Chikayama-Taura Lab Shim-Crawler used for The Kototoi Project (Japan) - (133.11.36.xx)	R	s. also Shim-Crawler ...	http://www.logos.ic.i.u-tokyo.ac.jp/crawler/index.en.html	http://www.kototoi.org/index.html
id_n_s_240106_2	Shim-Crawler(Mozilla-compatible; http://www.logos.ic.i.u-tokyo.ac.jp/crawler/; crawl@logos.ic.i.u-tokyo.ac.jp)	Chikayama-Taura Lab Shim-Crawler used for The Kototoi Project (Japan) - (133.11.36.xx)	R	s. also Shim Crawler	http://www.logos.ic.i.u-tokyo.ac.jp/crawler/index.en.html	http://www.kototoi.org/index.html
id_n_s_131205_1	ShopWiki/1.0 ( +http://www.shopwiki.com/)	ShopWiki shopping search based on LittleWiki search	R	4.78.166.1xx	http://www.shopwiki.com/	http://dev.littlewiki.com/wiki/Home
id_n_s_250706_1	ShopWiki/1.0 ( +http://www.shopwiki.com/wiki/Help:Bot)	ShopWiki shopping search based on LittleWiki search	R	4.78.166.1xx	http://www.shopwiki.com/	http://dev.littlewiki.com/wiki/Home
id_n_s_1262	Shoula.com Crawler 2.0	Shoula Search Engine crawler	R		http://www.shoula.com/	
id_n_s_230107_1	SietsCrawler/1.1 (+http://www.siets.biz)	Siets Crawler - Web based site crawling application	R		http://www.siets.biz/products/crawler/	
id_n_s_070308_1	Sigram/Nutch-1.0-dev (Test agent for Nutch development; http://www.sigram.com/bot.html; bot at sigram dot com)	Sigram's Nutch robot - crawler testing	R		http://www.sigram.com/bot.html	
id_n_s_050906_1	Siigle Orumcex v.001 Turkey (http://www.siigle.com)	Siigle search (Turkey) robot	R	62.68.196.xx	http://www.siigle.com/	
id_n_s_171006_1	silk/1.0	Slider Search directory robot (194.213.194.2xx)	R	s. also Slider_Search...	http://www.slider.com/index.html	
id_n_s_281205_1	silk/1.0 (+http://www.slider.com/silk.htm)/3.7	Slider Search directory robot (194.213.194.2xx)	R	s. also Slider_Search...	http://www.slider.com/index.html	
id_n_s_131206_2	SimpleFavPanel/1.2	SimpleFavPanel - IE newsfeed panel plugin	B		http://www.egrath.net/index.php?ExplorerBarPlus%2F%A5%D1%A5%CD%A5%EB%B0%EC%CD%F7%2FSimpleFavPanel	
id_n_s_1263	Simpy 1.x; http://www.simpy.com/	Simpy bookmarking and personal search engine	R C	s. also Argus	http://www.simpy.com/	
id_n_s_1264	Simpy/1.x (Simpy; http://www.simpy.com/?ref=bot; feedback at simpy dot com)	Simpy bookmarking and personal search engine	R C	s. also Argus	http://www.simpy.com/	
id_n_s_180707_2	Sirketcebot/v.01 (http://www.sirketce.com/bot.html)	Sirketçe search - Turkey	R	88.255.173.xx	http://www.sirketce.com/	
id_n_s_070207_3	SiteBar/3.x.x (Bookmark Server; http://sitebar.org/)	SiteBar online bookmark manager	C		http://sitebar.org/	
id_n_s_1265	SiteBar/x.x	SiteBar bookmark server	C		http://sitebar.sourceforge.net/	
id_n_s_1266	SiteBar/x.x.x (Bookmark Server; http://sitebar.org/)	SiteBar bookmark server	C		http://sitebar.sourceforge.net/	
id_n_s_1267	sitecheck.internetseer.com	Internetseer Web Site Monitoring / Claymont robot	R C		http://www.internetseer.com/	http://www.claymont.com/
id_n_s_1268	sitecheck.internetseer.com (For more info see: http://sitecheck.internetseer.com)	Internetseer Web Site Monitoring	R C		http://www.internetseer.com/	
id_n_s_1269	SiteRecon+(xx)	SiteRecon website monitoring spider at xx minute intervals	R C		http://www.siterecon.com/	
id_n_s_1270	SiteSnagger	PC Magazin web site downloadmanager	D		http://www.zdnet.com/pcmag/pctech/content/17/04/ut1704.001.html	
id_n_s_1271	SiteSpider +(http://www.SiteSpider.com/)	Site Spider robot (66.249.17.xx)	R		http://www.SiteSpider.com/	
id_n_s_021205_3	SiteSucker/1.x.x	SiteSucker Mac website downloading tool	D		http://www.sitesucker.us/	
id_n_s_140306_2	SiteTaggerBot (http://www.sitetagger.com/bot.htm)	SiteTagger.com bookmark organizer	C		http://www.sitetagger.com/	
id_n_s_030407_1	SiteTruth.com site rating system	SiteTruth - Automatic site legitimacy rating system	R	69.64.67.xx	http://www.sitetruth.com/	
id_n_s_1272	SiteWinder	Webwasher.com (217.146.159.xx) internet filter	B P		http://www.webwasher.com/	
id_n_s_1273	SiteXpert	Xtreeme SiteXpert sitemap & search engine builder	R		http://www.xtreeme.com/sitexpert/index.php	
id_n_s_1274	Skampy/0.9.x (http://www.skaffe.com/skampy-info.html)	Skaffe.com directory link checker	R		http://www.skaffe.com/	
id_n_s_1275	Skimpy/0.x (http://www.skaffe.com/skampy-info.html)	Skaffe.com directory link checker	R		http://www.skaffe.com/	
id_n_s_090706_1	Skywalker/0.1 (Skywalker; anonymous; anonymous)	Visvo distributed website crawler based on Nutch	R	63.133.162.xx	http://www.visvo.com/bot.html	
id_n_s_1276	Slarp/0.1	Only.com robot	R		http://www.only.com/	
id_n_s_1277	Sleipnir	Sleipnir - Japanese Explorer based browser & search bar	B		http://www20.pos.to/~sleipnir/software/sleipnir/index.html	
id_n_s_1278	Sleipnir Version 1.xx	Sleipnir - Japanese Explorer based browser & search bar	B		http://www20.pos.to/~sleipnir/software/sleipnir/index.html	
id_n_s_170207_5	Sleipnir Version2.x	Sleipnir - Japanese Explorer based browser & search bar	B		http://www20.pos.to/~sleipnir/software/sleipnir/index.html	
id_n_s_260706_1	Sleipnir/2.xx	Sleipnir - Japanese Explorer based browser & search bar	B		http://www20.pos.to/~sleipnir/software/sleipnir/index.html	
id_n_s_1279	Slider_Search_v1-de	Slider Search directory robot (194.213.194.2xx)	R	s. also silk/1.0...	http://www.slider.com/index.html	
id_n_s_1280	SlimBrowser	Slim Browser (IE based browser) - uses this user agent for favicon.ico only	B		http://www.flashpeak.com/sbrowser/	
id_n_s_1281	Slurp/2.0 (slurp@inktomi.com; http://www.inktomi.com/slurp.html)	Inktomi (Hotbot-Lycos-NBCi) robot	R		http://www.inktomi.com/slurp.html	
id_n_s_1282	Slurp/2.0-KiteWeekly (slurp@inktomi.com; http://www.inktomi.com/slurp.html)	Inktomi (Hotbot-Lycos-NBCi) robot	R		http://www.inktomi.com/slurp.html	
id_n_s_1283	Slurp/si (slurp@inktomi.com; http://www.inktomi.com/slurp.html)	Inktomi (Hotbot-Lycos-NBCi) robot	R		http://www.inktomi.com/slurp.html	
id_n_s_240806_1	Slurpy Verifier/1.0	Inktomi (Hotbot-Lycos-NBCi) robot - 72.30.61.xx(x)	R	s. also Mozilla/3.0 (Slurp/.....	http://www.inktomi.com/	
id_n_s_1284	SlySearch (slysearch@slysearch.com)	Slysearch robot (now Turnitin robot)	R		http://www.slysearch.com/	
id_n_s_1285	SlySearch/1.0 http://www.plagiarism.org/crawler/robotinfo.html	Slysearch robot (now Turnitin robot)	R		http://www.slysearch.com/	
id_n_s_1286	SlySearch/1.x http://www.slysearch.com	Slysearch robot (now Turnitin robot)	R		http://www.slysearch.com/	
id_n_s_1287	SmartDownload/1.2.67 (Win32; Jan 12 1999)	Netzip/Smartdownload download manager	D		http://www.netzip.com/	
id_n_s_1288	SmartDownload/1.2.77 (Win32; Feb 1 2000)	Netzip/Smartdownload download manager	D		http://www.netzip.com/	
id_n_s_1289	SmartDownload/1.2.77 (Win32; Jun 19 2001)	Netzip/Smartdownload download manager	D		http://www.netzip.com/	
id_n_s_1290	smartwit.com	Loop Improvements NRS Enterprise search (69.44.155.xx[x])	R		http://www.loopimprovements.com/	http://demo.loopimprovements.com/demo/
id_n_s_020307_2	SmiffyDCMetaSpider/1.0	SmiffyDCMetaSpider - Robot to check the retro-adding of Dublin Core metadata	R	64.71.152.xx	http://www.smiffysplace.com	http://www.smiffysplace.com/smiffydcmetaspider
id_n_s_1291	sna-0.0.1 (mikemuzio@msn.com)	Snoopy PHP-client		see Snoopy	http://sourceforge.net/projects/snoopy/	
id_n_s_1292	sna-0.0.1 mikeelliott@hotmail.com	Snoopy PHP-client		see Snoopy	http://sourceforge.net/projects/snoopy/	
id_n_s_080106_1	snap.com beta crawler v0	Unknown bot from bb2.net (66.234.139.xxx) also as Snapbot/1.0	S	Gets only the robots.txt - Not from Snap.com / Idealab (63.251.211.xxx)	http://www.kloth.net/internet/badbots.php	
id_n_s_250506_1	Snapbot/1.0	Unknown bot from bb2.net (66.234.139.xxx) - also as snap.com	S	Not from Snap.com / Idealab (63.251.211.xxx)	http://www.kloth.net/internet/badbots.php	
id_n_s_250408_1	"Snapbot/1.0 (Snap Shots, +http://www.snap.com)"	Unknown bot from Psinet / Cogentco - not from Snap.com	S	38.98.19.6x		
id_n_s_270906_2	Snappy/1.1 ( http://www.urltrends.com/ )	My UrlTrends online web ranking service	C	205.138.199.1xx / 209.85.36.x	http://www.urltrends.com/	
id_n_s_100707_1	Snarfer/0.x.x (http://www.snarfware.com/)	Snarfer RSS reader	B		http://www.snarfware.com/	
id_n_s_1293	SnoopRob/x.x	Unknown robot from 217.229.156.xx (T-Online Germany)				
id_n_s_1294	Snoopy v1.xx	Snoopy PHP-client		s. also sna-x.x.x	http://sourceforge.net/projects/snoopy/	
id_n_s_1295	Snoopy v1.xx- : User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; MyIE2)	Snoopy PHP-client		s. also sna-x.x.x	http://sourceforge.net/projects/snoopy/	
id_n_s_1296	Snoopy_v0.xx	Snoopy PHP-client		s. also sna-x.x.x	http://sourceforge.net/projects/snoopy/	
id_n_s_1297	SnykeBot/0.6 (http://www.snyke.com)	Snyke.com France robot	R		http://www.snyke.com/	
id_n_s_250706_2	SocSciBot ()	Link crawler for the social sciences	R		http://socscibot.wlv.ac.uk/	
id_n_s_170407_1	SoftBank/1.0/812SH/SHJ001 Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1	NetFront browser on Softbank mobile phone	B		http://www.access-company.com/products/netfrontmobile/browser/index.html	http://mb.softbank.jp/mb/en/product/
id_n_s_1298	SoftHypermarketFileCheckBot/1.0+(+http://www.softhypermaket.com)	Soft Hypermarket link checking	R		http://www.softhypermarket.com/	
id_n_s_1299	Softizerbot (http://www.softizer.com)	Softizer.com software directory link checking	C	72.9.97.xx	http://www.softizer.com/	
id_n_s_090208_1	sogou develop spider	Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot	S	s. also sohu agent & Sogou web spider		
id_n_s_011207_2	Sogou Orion spider/3.0(+http://www.sogou.com/docs/help/webmasters.htm#07)	Unknown UA from Chinanet (220.181.18.xx) faking Sogou search robot	S	"s. also sohu agent , Sogou web spider & sogou develop spider"		
id_n_s_150106_1	sogou spider	Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot	S	"s. also sohu agent , Sogou web spider & sogou develop spider"		
id_n_s_280407_1	Sogou web spider/3.0(+http://www.sogou.com/docs/help/webmasters.htm#07)	Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot	S	"s. also sohu agent , sogou spider & sogou develop spider"		
id_n_s_291105_1	sohu agent	Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot	S	"s. also sogou spider , sogou spider & sogou develop spider"		
id_n_s_1300	sohu-search	Sohu (Search Fox) search robot China (61.135.131.xxx)	R	this UA also comes from 220.181.26.xxx (not Sohus IP range) as spam bot - s.also sohu agent	http://www.sohu.com/	
id_n_s_160308_3	Sosospider+(+http://help.soso.com/webspider.htm)	SOSO search (China) spider	R		http://www.soso.com/	http://help.soso.com/webspider.htm
id_n_s_1301	Space Bison/0.02 [fu] (Win67; X; SK)	Default Proxomitron (discontinued) filtering proxy user agent identifier	P B		http://duke.usask.ca/~macphed/prox/	
id_n_s_1302	SpeedDownload/1.x	Speed Download (Mac) download manager	D		http://www.yazsoft.com/	
id_n_s_1303	speedfind ramBot xtreme 8.1	Speedfind.de robot	R		http://www.speedfind.de/	
id_n_s_1304	Speedy Spider (Beta/x.x; speedy@entireweb.com)	Entireweb search robot	R	62.13.25.2xx	http://www.entireweb.com/	
id_n_s_070906_1	Speedy Spider (Entireweb; Beta/1.0; http://www.entireweb.com/about/search_tech/speedyspider/)	Entireweb search spider	R	62.13.25.2xx	http://www.entireweb.com/	
id_n_s_1305	Speedy_Spider (http://www.entireweb.com)	Entireweb search robot	R	62.13.25.2xx	http://www.entireweb.com/	
id_n_s_050208_4	Sphere Scout&v4.0 - scout at sphere dot com	Sphere blog and news search robot	R	64.40.11[7-8].[x]xx	http://www.sphere.com/	
id_n_s_040106_3	Sphider	Sphider - a lightweight search engine in PHP	R		http://www.cs.ioc.ee/~ando/sphider/	
id_n_s_1306	Spida/0.1	Only.com robot	R	in conjunction with LWP::Simple/5.53	http://www.only.com/	
id_n_s_1307	Spider-Sleek/2.0 (+http://search-info.com/linktous.html)	Search-Info ODP/DMOZ spider	R		http://search-info.com/	
id_n_s_1308	spider.batsch.com	Batsch robot	R	- site unreachable	http://www.batsch.com	
id_n_s_110206_4	Spider.TerraNautic.net - v:1.04	TerraNautic spider for Schnellsuchen touristic search (Germany)	C		http://www.terranautic.net/	http://www.schnellsuchen.com/
id_n_s_1309	spider.yellopet.com - www.yellopet.com	Yellopet spider	R		http://www.yellopet.com/	
id_n_s_1310	Spider/maxbot.com admin@maxbot.com	Maxbot .gov .mil .edu indexing robot	R		http://www.maxbot.com/	
id_n_s_1311	SpiderKU/0.x	Unknown robot from CPE at Kasetsart University (158.108.35.xxx)	R		http://www.cpe.ku.ac.th/	
id_n_s_1312	SpiderMan	Yahoo Search user agent or spider (202.165.102.xxx)	R		http://search.yahoo.com/	
id_n_s_1313	SpiderMonkey/7.0x (SpiderMonkey.ca info at http://spidermonkey.ca/sm.shtml)	SpiderMonkey Canada robot	R		http://spidermonkey.ca/	
id_n_s_1314	Spinne/2.0	Spider.de robot	R		http://www.spider.de/	
id_n_s_1315	Spinne/2.0 med	Medkatalog (medical catalogue) Austria robot	R		http://www.medkatalog.com/	
id_n_s_1316	Spinne/2.0 med_AH	Medkatalog (medical catalogue) Austria robot	R		http://www.medkatalog.com/	
id_n_s_180707_3	Spock Crawler (http://www.spock.com/crawler)	Spock - people search application - via Amazon web services	R	72.44.62.1xx	http://www.spock.com/crawler	http://www.amazon.com/gp/browse.html?node=3435361
id_n_s_1317	sportsuchmaschine.de-Robot (Version: 1.02- powered by www.sportsuchmaschine.de)	Sportsuchmaschine (German sports related search) link checking / robot	R		http://www.sportsuchmaschine.de/	
id_n_s_040306_1	sproose/0.1-alpha (sproose crawler; http://www.sproose.com/bot.html; crawler@sproose.com)	Sproose personalized search (38.100.225.xx)	R	powered by Nutch	http://www.sproose.com/	http://lucene.apache.org/nutch/
id_n_s_1318	SQ Webscanner	SQ Webscanner Mac download manager	D	product is discontinued	http://macinsearch.com/users/webscanner/	
id_n_s_1319	Squid-Prefetch	Simple page-prefetch for Squid web proxy	P		http://packages.debian.org/stable/web/squid-prefetch	
id_n_s_171105_2	squidclam	Squidclam is a replacement for SquidClamAV-Redirector	P	s.also SquidClamAV_Redirector 1.x.x	http://sourceforge.net/projects/squidclam	
id_n_s_1320	SquidClamAV_Redirector 1.x.x	SCAVR - Squid helper script for scanning download URLs for viruses	P	s.also squidclam	http://www.jackal-net.at/tiki-read_article.php?articleId=1	
id_n_s_1321	Sqworm/2.9.81-BETA (beta_release; 20011102-760; i686-pc-linux-gnu)	AOL Search / Pacific Internet Exchange robot	R		http://www.aol.com/	
id_n_s_1322	Sqworm/2.9.85-BETA (beta_release; 20011115-775; i686-pc-linux-gnu)	diff. IPs / services i.e.: - Inria.fr robot - Websense (Internet filtering) robot	R		http://www.inria.fr/	http://www.websense.com/
id_n_s_1323	Sqworm/2.9.89-BETA (beta_release; 20020130-839; i686-pc-linux-gnu)	Time Warner Telecom user robot ?				
id_n_s_1324	SSurf15a 11	Some site scanning tool via diff. IPs i.e.: - choiceone.net (216.153.xxx.xxx) - epix.net (216.108.198.xx)	S	see also - PSurf15a VA or random letters like - AWSCBA - URVUSLNAM		
id_n_s_1325	StackRambler/x.x	Rambler search (Russia) robot (81.19.6x.xx)	R		http://www.rambler.ru	
id_n_s_1326	Stamina/1.4	Stamina download manager	D		http://www.wildbits.com/stamina/	
id_n_s_1327	Star Downloader	Star Downloader download manager	D		http://www.stardownloader.com/	
id_n_s_140106_3	StarDownloader/1.xx	Star Downloader download manager	D		http://www.stardownloader.com/	
id_n_s_1328	stat statcrawler@gmail.com	Experimental search engine spider from 66.92.186.xxx	R	66.92.186.xxx		
id_n_s_1329	Steeler/1.x (http://www.tkl.iis.u-tokyo.ac.jp/~crawler/)	Steeler crawler	R		http://www.tkl.iis.u-tokyo.ac.jp/~crawler/	
id_n_s_031107_5	Steeler/3.3 (http://www.tkl.iis.u-tokyo.ac.jp/~crawler/)	Steeler - University of Tokyo web crawler	R	157.82.156.xx[x]	http://www.tkl.iis.u-tokyo.ac.jp/~crawler/crawler.html.en	
id_n_s_060106_1	Strategic Board Bot (+http://www.strategicboard.com)	Strategic Board blog & news search robot	R		http://www.strategicboard.com/	
id_n_s_140906_2	Strategic Board Bot (+http://www.strategicboard.com)	Strategic Board blogs and news aggregator robot	R	62.0.99.2xx	http://www.strategicboard.com/	
id_n_s_1330	Submission Spider at surfsafely.com	Surfsafely submission verifier	R		http://www.surfsafely.com/	
id_n_s_210106_4	suchbaer.de	Suchbaer.de (Germany) search robot	R		http://www.suchbaer.de/	
id_n_s_010206_3	suchbaer.de (CrawlerAgent v0.103)	Suchbaer.de (Germany) search robot	R		http://www.suchbaer.de/	
id_n_s_1331	suchbot	Suchbot Germany robot	R		http://www.suchbot.de/	
id_n_s_1332	Suchknecht.at-Robot	Suchknecht Austria robot	R		http://www.suchknecht.at/	
id_n_s_120206_1	suchpadbot/1.0 (+http://www.suchpad.de)	suchpad search Germany robot (213.239.194.xx)	R		http://www.suchpad.de/	
id_n_s_160107_2	Sunrise XP/2.x	Sunrise XP handheld news / website reader and converter	B		http://sourceforge.net/projects/sunrisexp	
id_n_s_230406_4	Sunrise/0.42g (Windows XP)	Sunrise XP web sites and newsfeeds converter and handheld reader	B		http://www.sunrisexp.com/	
id_n_s_1333	SuperBot/x.x (Win32)	SuperBot website copier	D		http://www.sparkleware.com/superbot/index.html	
id_n_s_260108_2	SuperBot/x.x.x.xx (Windows XP)	SuperBot website copier	D		http://www.sparkleware.com/superbot/index.html	
id_n_s_1334	Superdownloads Spiderman	Ubbi Superdownloads (Brazil) link checking	C		http://superdownloads.ubbi.com.br/	
id_n_s_1335	SURF	SurfControl Web Filtering	P		http://www.surfcontrol.com/	
id_n_s_1336	SurferF3 1/0	Wanadoo Rechereche robot	R		http://www.wanadoo.fr/qqo/	
id_n_s_1337	SurfMaster	Maskbit Surfmaster bookmark tool	C		http://www.maskbit.com/surfmaster.htm	
id_n_s_1338	SurveyBot/2.2 <a href='http://www.whois.sc'>Whois Source</a>	Whois Source domain name information robot (66.249.26.xx)	R C	s.also: PigeonBot	http://www.whois.sc/	
id_n_s_1339	SurveyBot/2.3 (Whois Source)	Whois Source domain name information robot (66.249.26.xx)	R C	s.also: PigeonBot	http://www.whois.sc/	
id_n_s_1340	suzuran	Yokogao Search Engine robot (Kanazawa University)	R		http://web.kanazawa-u.ac.jp/esearch.html	
id_n_s_1341	SWB/V1.4 (HP)	HP Secure Web Browser for OpenVMS	B		http://h71000.www7.hp.com/openvms/products/ips/cswb/cswb.html	
id_n_s_1342	swbot/0.9c libwww/5.3.1	unknown				
id_n_s_1343	Swooglebot/2.0. (+http://swoogle.umbc.edu/swooglebot.htm)	Swooglebot Swoogle's semantic web crawler	R		http://swoogle.umbc.edu	
id_n_s_060106_2	SWSBot-Images/1.2 http://www.smartwaresoft.com/swsbot12.html	SWSBot - SmartWareSoft (85.186.255.xx) software search engine created for Playfuls.com	R		http://www.smartwaresoft.com/swsbot12.html	http://www.playfuls.com/
id_n_s_300106_2	SygolBot http://www.sygol.net	Sygol Search (Italy) robot	R	s.also <http://www.sygol.com/>	http://www.sygol.com/	
id_n_s_1344	Sylera/1.2.x	Sylera browser (Japan)	B		http://tabbrowser.ktplan.jp/valinor/sylera.html	
id_n_s_1345	SyncBot	Mindspring.com user robot			http://www.mindspring.com/	
id_n_s_1346	SyncIT/x.x	SyncIT link validation	C		http://www.bookmarksync.com/	
id_n_s_140906_1	Syndirella/0.91pre	Syndirella desktop information aggregator (beta)	B		http://www.yole.ru/projects/syndirella/	
id_n_s_1347	SynoBot	Synomia (France) robot	R		http://www.synomia.fr/	
id_n_s_150406_1	Syntryx ANT Scout Chassis Pheromone; Mozilla/4.0 compatible crawler	Syntryx Solution Suite - domain / keyword crawler (216.7.179.xx)	R		http://www.syntryx.com/	
id_n_s_1348	Szukacz/1.x	Szukacz.pl (Polish search) robot	R		http://www.szukacz.pl/	
id_n_s_1349	Szukacz/1.x (robot; www.szukacz.pl/jakdzialarobot.html; szukacz@proszynski.pl)	Szukacz.pl (Polish search) robot	R		http://www.szukacz.pl/	
id_t_z_220106_2	T-Online Browser	German T-Online browser & internet suite	B		http://service.t-online.de/c/06/52/67/652672.html	
id_t_z_070807_1	tags2dir.com/0.8 (+http://tags2dir.com/directory/)	tags2dir.com directory index	R	74.115.102.1xx	http://tags2dir.com/directory/	
id_t_z_1350	Tagword (http://tagword.com/dmoz_survey.php)	TAGword DMOZ survey - ODP link checking robot	R		http://tagword.com/dmoz_survey.php	
id_t_z_271105_2	Tagyu Agent/1.0	Tagyu - del.icio.us bookmark collection online tag generator			http://www.tagyu.com/	http://del.icio.us/
id_t_z_1351	Talkro Web-Shot/1.0 (E-mail: webshot@daumsoft.com- Home: http://222.122.15.190/webshot)	Daumsoft Talkro IR robot	R		http://www.daumsoft.com/	
id_t_z_1352	TAMU_CS_IRL_CRAWLER/1.0	Texas A&M University - Dept. of Computer Science crawler (server or link checking ?)	R C		http://www.cs.tamu.edu/	
id_t_z_1353	targetblaster.com/0.9k	Targetblaster user link validation ?	R C		http://www.targetblaster.com/	
id_t_z_230706_2	TargetYourNews.com bot	Target Your News - user submitted links	C	72.36.160.xxx	http://targetyournews.com/	
id_t_z_201006_1	TCDBOT/Nutch-0.8 (PhD student research;http://www.tcd.ie; mcgettrs at t c d dot IE)	Trinity College Dublin (Ireland) TCDBOT	R	134.226.1.xx	http://www.tcd.ie/	
id_t_z_1354	TE	HTTP header for transfer encoding used as user agent name ?				
id_t_z_1355	TeamSoft WinInet Component	WinInet Internet client app.			http://www.winsoft.sk/wininet.htm	
id_t_z_1356	TECOMAC-Crawler/0.x	Tecomac Gmbh (Germany) crawler software - now Arexera Information Technologies	R		http://www.arexera.de/	
id_t_z_1357	Tecomi Bot (http://www.tecomi.com/bot.htm)	Tecomi (Germany) beta / test robot (84.201.65.xxx)	R		http://www.tecomi.com/Suchmaschine	
id_t_z_101107_2	"Teemer (NetSeer, Inc. is a Los Angeles based Internet startup company.; http://www.netseer.com/crawler.html; crawler@netseer.com)"	Teemer crawler for NetSeer search (beta) via Amazon Web Services - see also NetSeer/Nutch	R	67.202.26.1xx	http://www.netseer.com/	http://www.amazon.com/gp/browse.html?node=3435361
id_t_z_1358	Teleport Pro/1.2x(.1xxx)	Teleport (website) downloading tool	D		http://www.tenmax.com/teleport/pro/home.htm	
id_t_z_1359	Teoma MP	Teoma crawler (65.214.36.xx[x])	R		http://www.teoma.com/	
id_t_z_1361	teomaagent crawler-admin@teoma.com	Teoma crawler (65.214.36.xx[x])	R		http://www.teoma.com/	
id_t_z_1362	teomaagent1 [crawler-admin@teoma.com]	Teoma crawler (65.214.36.xx[x])	R		http://www.teoma.com/	
id_t_z_1360	teoma_agent1	Teoma crawler (65.214.36.xx[x])	R		http://www.teoma.com/	
id_t_z_1363	Teradex Mapper; mapper@teradex.com; http://www.teradex.com	Teradex Directory robot	R		http://directory.teradex.com/	
id_t_z_010406_4	TeragramCrawler	Teragram multilingual text & data processing software	D ?		http://www.teragram.com/	
id_t_z_150807_2	terraminds-bot/1.0 (support@terraminds.de)	Terraminds blog search (Germany)	R	88.198.44.2xx	http://www.terraminds.de/	
id_t_z_220406_1	TerrawizBot/1.0 (+http://www.terrawiz.com/bot.html)	Terrawiz Indian Search Engine robot	R	209.128.80.1xx	http://www.terrawiz.com/	
id_t_z_1364	Test spider	Noceans Information Portfolio Manager (66.35.69.x)	R		http://www.noceans.com/	
id_t_z_160507_1	TestCrawler/Nutch-0.9 (Testing Crawler for Research ; http://balihoo.com/index.aspx; tgautier at balihoo dot com)	Balihoo - Search Engine for Advertising Media	R	204.228.230.xx	http://balihoo.com/	
id_t_z_1365	The Expert HTML Source Viewer (http://www.expert-html.com)	Expert HTML online source viewer	D B	in conjunction with lwp-trivial/1.35	http://www.expert-html.net - site is offline	
id_t_z_281207_3	TheRarestParser/0.2a (http://therarestwords.com/)	The Rarest Words - Linguistic experiment crawler via Amazon Web Services	R	67.202.27.19x	http://therarestwords.com/	http://www.amazon.com/gp/browse.html?node=3435361
id_t_z_1366	TheSuBot/0.1 (www.thesubot.de)	TheSuBot robot (Germany) for an unknown theme based search engine	R		http://www.thesubot.de/	
id_t_z_171106_1	"thumbshots-de-Bot (Version: 1.02, powered by www.thumbshots.de)"	ThumbShots website thumbnail service (Germany) robot	D	212.112.238.xx	http://www.thumbshots.de/	
id_t_z_1367	thumbshots-de-Bot (Version: 1.02- powered by www.thumbshots.de)	ThumbShots.de (Germany) robot	R		http://www.thumbshots.de/	
id_t_z_250206_1	timboBot/0.9 http://www.breakingblogs.com/timbo_bot.html	Breaking Blogs timbo bot blog robot	R		http://www.breakingblogs.com/	
id_t_z_140106_4	http://www.timelyweb.com/	TimelyWeb web page monitoring tool	C	s. also EldoS ...	http://www.eldos.org/timelyweb/timelyweb.html	
id_t_z_180408_6	TinEye/1.1 (http://tineye.com/crawler.html)	TinEye crawler for an open image search project	R		http://tineye.com/crawler.html	
id_t_z_1368	tivraSpider/1.0 (crawler@tivra.com)	Tivra spider from AT&T Labs Research	R	see this document: http://trec.nist.gov/pubs/trec9/papers/att-trec9.ps	http://trec.nist.gov/pubs/trec9/papers/att-trec9.ps	
id_t_z_1369	TJG/Spider	Tjgroup spider	R		http://www.tjgroup.com/	
id_t_z_1370	TJvMultiHttpGrabber Component	TJvHttpGrabber (JEDI Visual Component Library)		Possibly used by Bit Torrent Search	http://homepages.borland.com/jedi/jedihelp/item.php?Id=22015	http://www.btsearch.net/
id_t_z_1371	Tkensaku/x.x(http://www.tkensaku.com/q.html)	Tkensaku Search (Japan) robot from 210.239.46.xxx (www.tken.com)	R		http://www.tkensaku.com/q.html	
id_t_z_1372	toCrawl/UrlDispatcher	Unknown robot from 195.68.98.xx (coltfrance.com)				
id_t_z_200207_1	Topodia/1.2-dev (Topodia - Crawler for HTTP content indexing; http://www.topodia.com/; support@topodia.com)	Topodia search engine and personal information assistant (in development)	R	88.153.148.xx	http://www.topodia.com/	
id_t_z_160506_2	TOPOS robot/1.1 (http://www.topos.com.ua/)	Topos search (Russia) robot	C	193.17.73.1xx	http://www.topos.com.ua/	
id_t_z_1373	Toutatis x-xx.x (hoppa.com)	Hoppa robot (81.4.78.xxx)	R		http://hoppa.com/	
id_t_z_1374	Toutatis x.x (hoppa.com)	Hoppa robot (81.4.78.xxx)	R		http://hoppa.com/	
id_t_z_1375	Toutatis x.x-x	Hoppa robot (81.4.78.xxx)	R		http://hoppa.com/	
id_t_z_050806_2	traazibot/testengine (+http://www.traazi.de)	Traazi! search (Germany) robot	R	87.230.5.2xx	http://www.traazi.de/	
